個人
"仕訳日記帳"
00000125,"マジック                          "
"自27年 1月 1日","至27年12月31日","月分",
"日付","決修","伝票番号","部門コード","借方コード","借方名称","借方枝番","借方枝番摘要","貸方コード","貸方名称","貸方枝番","貸方枝番摘要","金額","摘要","税区分","対価","仕入区分","売上業種区分","消費税科目","売仕区分","ダミー3"
H27.11.25,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,3000,"高島屋　得意先チャリティサンタ代",2,,,,借,仕,
H27.11.25,0,,"",531,"仕　　損　　費",,,101,"現　　　　　金",,,2030,"イオン東神奈川店　パンツ破損弁償代",11,,,,借,仕,
H27.11.25,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,280,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.11.26,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,956,"渡辺藤商店　カラーフェルト代",11,,,,借,仕,
H27.11.27,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,540,"サンマルクカフェ　接待飲食代",11,,,,借,仕,
H27.11.27,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,700,"無印良品　小物入れケース代",11,,,,借,仕,
H27.11.27,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.11.27,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33800,"国民健康保険料",,,,,,,
H27.11.28,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：サンマルクカフェ　従業員お茶代",11,,,,借,仕,
H27.11.29,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,280,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.30,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1944,"事業用：銀のぶどう　従業員おやつ代",11,,,,借,仕,
H27.11.30,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,718,"事業用：ＫＡＬＤＩ　従業員お茶代",11,,,,借,仕,
H27.11.30,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"長谷川タクシー　タクシー代",11,,,,借,仕,
H27.11.30,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,34000,"１１月分中西シゲ子　　洋服修理代",11,,,,借,仕,
H27.11.1,0,,"",729,"地　代　家　賃",2,"駐車場：宮田千鶴子",314,"未　　払　　金",6,"駐車場：宮田千鶴子",16000,"月分駐車場：宮田千鶴子",11,,,,借,仕,
H27.11.1,0,,"",729,"地　代　家　賃",3,"駐車場：大久保駐車場",314,"未　　払　　金",7,"駐車場：大久保駐車場",25000,"月分駐車場：大久保駐車場",11,,,,借,仕,
H27.11.30,0,,"",734,"減　価　償却費",,,223,"減価償却累計額",,,27842,"減価償却仮計上",4,,,,借貸,仕,
H27.11.30,0,,"",743,"専従者　給　与",1,"原昭夫",101,"現　　　　　金",,,80000,"１１月分　原昭夫",2,,,,借,仕,
H27.11.30,0,,"",720,"雑　　　　　給",111,"鈴木未央",999,"諸　　　　　口",,,79625,"１１月分　鈴木未央",4,,,,借,仕,
H27.11.30,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,2210,"１１月分　鈴木未央・通勤費",11,,,,借,仕,
H27.11.30,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,81835,"１１月分　鈴木未央",,,,,,,
H27.11.30,0,,"",720,"雑　　　　　給",108,"利根川清子",999,"諸　　　　　口",,,4800,"１１月分　利根川清子",4,,,,借,仕,
H27.11.30,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,1000,"１１月分　利根川清子・通勤費",11,,,,借,仕,
H27.11.30,0,,"",999,"諸　　　　　口",,,316,"預　　り　　金",1,"・給与源泉所得税",147,"１１月分　利根川清子・給与源泉所得税",,,,,,,
H27.11.30,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,5653,"１１月分　利根川清子",,,,,,,
H27.11.19,0,,"",121,"横浜　普通預金",,,166,"売　　掛　　金",,,813698,"１１月分リフォームＳ㈱",,,,,,,
H27.11.19,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,500000,"現金引き出し",,,,,,,
H27.11.24,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,20000,"現金引き出し",,,,,,,
H27.11.26,0,,"",732,"保　　険　　料",,,121,"横浜　普通預金",,,2660,"ニッセイ同和損保　自動車保険",2,,,,借,仕,
H27.11.28,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,30000,"現金引き出し",,,,,,,
H27.11.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,216,"横浜銀行　手数料",11,,,,借,仕,
H27.11.30,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,21600,"１１月分さくら中央税理士法人",11,,,,借,仕,
H27.11.30,0,,"",723,"通　　信　　費",3,"ドコモ　携帯電話代",196,"店　主　勘　定",,,28027,"共　通：月分　ドコモ　携帯電話代",11,,,,借,仕,
H27.11.30,0,,"",724,"水　道　光熱費",2,"共　通：",196,"店　主　勘　定",,,5006,"共　通：月分　東京電力　自宅電気代",11,,,,借,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",3,"ドコモ　携帯電話代",2802,"共　通：月分　ＮＴＴ　自宅電話代　１０％経費不算入",11,,,,貸,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,724,"水　道　光熱費",2,"共　通：",4255,"共　通：月分　東京電力　自宅電気代　８５％経費不算入",11,,,,貸,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,716,"福　利　厚生費",2,"共　通：",1214,"共　通：食事代３０％自己否認",11,,,,貸,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,148982,"原　悦子",,,,,,,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",724609,"月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",37680,"月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",7,"　服飾（店手配）売上",22839,"月分リフォームＳ㈱　服飾（店手配）売上",11,,,,貸,売,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",54962,"月分リフォームＳ㈱　付属品売上",11,,,,貸,売,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",353160,"月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.11.30,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,297086,"月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.11.30,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,9419,"月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.11.30,0,,"",532,"外　　注　　費",7,"　服飾（店手配）売上",999,"諸　　　　　口",,,4568,"月分リフォームＳ㈱　服飾（店手配）売上",11,,,,借,仕,
H27.11.30,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,10992,"月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.11.30,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,88290,"月分リフォームＳ㈱　店売商品加工売上",11,,,,借,仕,
H27.11.30,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.11.30,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.11.30,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.11.30,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,64,"月分リフォームＳ㈱　催事費",11,,,,借,仕,
H27.11.30,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,10744,"事業用：月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.11.30,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.11.30,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3273,"事業用：月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.11.30,0,,"",728,"事　務　用品費",,,999,"諸　　　　　口",,,1836,"月分リフォームＳ㈱　レジロール代",11,,,,借,仕,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",40,"月分リフォームＳ㈱　リロクラブ１０％割引負担",11,,,,貸,売,
H27.11.30,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",1108,"月分リフォームＳ㈱　ＱＶＣ・ＨＰクーポン",11,,,,貸,売,
H27.11.30,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,745376,"月分リフォームＳ㈱",,,,,,,
H27.12.2,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.12.2,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,195000,"現金引き出し",,,,,,,
H27.12.2,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.12.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,716,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.12.2,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,6285,"ヨックモック　お歳暮代",11,,,,借,仕,
H27.12.2,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.12.2,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1697,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.12.3,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3140,"セルフ溝の口　ガソリン代",11,,,,借,仕,
H27.12.4,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,784,"事業用：イオン東神奈川　年賀状代",11,,,,借,仕,
H27.12.4,0,,"",728,"事　務　用品費",,,101,"現　　　　　金",,,184,"パステル　文房具代",11,,,,借,仕,
H27.12.4,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.5,0,,"",728,"事　務　用品費",,,101,"現　　　　　金",,,3110,"イオン東神奈川　ビニール代",11,,,,借,仕,
H27.12.5,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,660,"ドトールコーヒー　接待飲食代",11,,,,借,仕,
H27.12.5,0,,"",728,"事　務　用品費",,,101,"現　　　　　金",,,648,"１００円ショップトップ　紙コップ代",11,,,,借,仕,
H27.12.5,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,200,"イオン東神奈川店　店用お茶代",11,,,,借,仕,
H27.12.5,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,530,"福家書店　書籍代",11,,,,借,仕,
H27.12.7,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,4860,"かけはぎ工芸織本　カケハギ代",11,,,,借,仕,
H27.12.7,0,,"",826,"会　　議　　費",,,101,"現　　　　　金",,,3780,"ルノアール　打合せお茶代",11,,,,借,仕,
H27.12.7,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"飛鳥交通川崎中央㈱　タクシー代",11,,,,借,仕,
H27.12.8,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1310,"㈲只内クリーニング　クリーニング代",11,,,,借,仕,
H27.12.8,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,820,"八重洲タクシー　タクシー代",11,,,,借,仕,
H27.12.9,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,330,"福家書店　書籍代",11,,,,借,仕,
H27.12.9,0,,"",725,"租　税　公　課",,,101,"現　　　　　金",,,900,"川崎市役所　住民票・印鑑証明書",4,,,,借,仕,
H27.12.9,0,,"",728,"事　務　用品費",,,101,"現　　　　　金",,,5770,"イオン東神奈川　ミシン用椅子代",11,,,,借,仕,
H27.12.9,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,898,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.18,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,3000,"京浜急行電鉄㈱　チャージ代",11,,,,借,仕,
H27.12.18,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,550,"ＴＡＭＥＡＬＳ品川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.18,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"月分駐車場：大久保駐車場",,,,,,,
H27.12.18,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,390,"福家書店　書籍代",11,,,,借,仕,
H27.12.18,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4266,"事業用：すかいらーく　従業員残業食事代",11,,,,借,仕,
H27.12.18,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,27000,"原悦子　市民税・県民税　第４期",,,,,,,
H27.12.18,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,7000,"原昭夫　市民税・県民税　第４期",,,,,,,
H27.12.19,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,5179,"㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.12.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.12.20,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1445,"イオン東神奈川店　カバー代",11,,,,借,仕,
H27.12.20,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.21,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,718,"事業用：ＫＡＬＤＩ　店用お茶代",11,,,,借,仕,
H27.12.21,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33800,"国民健康保険料",,,,,,,
H27.12.21,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,6478,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.12.21,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,950,"イオン東神奈川店　ほうき代",11,,,,借,仕,
H27.12.22,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"らぽっぽ　従業員おやつ代",11,,,,借,仕,
H27.12.22,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,280,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.23,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.12.23,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,370,"イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.12.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,9304,"㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.12.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1080,"㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.12.24,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,2138,"イン双葉　パイル生地代",11,,,,借,仕,
H27.12.24,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.12.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,100,"イオン東神奈川店　店用お茶代",11,,,,借,仕,
H27.12.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,507,"イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.12.24,0,,"",731,"修　　繕　　費",,,101,"現　　　　　金",,,22400,"トヨタカローラ横浜㈱　整備点検費",11,,,,借,仕,
